Ranking,Instituto,Country,Size,Visibilidad,Ficheros_ricos,Scholar
3797,Omihachiman Municipal Medical Center,jp,7095,5132,1032,2394
3797,Matheny Medical and Educational Center,us,6624,4433,4771,1328
3800,Hospital la Victoria E.S.E.,co,4725,10443,2531,256
3801,Luzerner Psychiatrie,ch,8122,4186,4575,1328
3802,National Center of Radiobiology and Radiation Protection,bg,131,7623,3621,2394
3802,Terrebonne General Medical Center,us,4186,4178,3832,2394
3802,Ospedale San Camillo Treviso,it,5548,1143,12104,2394
3802,Sec Udp Rf Central Clinical Hospital,ru,5372,4642,5127,1328
3802,Catholic University of Korea St Vincent's Hospital,kr,1793,2044,10913,2394
3807,Kikuna Memorial Hospital,jp,7919,3118,4079,2394
3807,Slezska Nemocnice V Opave,cz,6488,4171,2496,2394
3807,Heim Pál Children's Hospital,hu,6555,2835,5559,2394
3807,Stoughton Hospital,us,8082,3839,2364,2394
3807,Yuanshan Veterans Hospital,tw,800,8006,1145,2394
3812,Minamiaoyama Eye Clinic,jp,7209,2836,6677,1934
3812,Princeton Community Hospital,us,6231,4174,2625,2394
3814,Queen Elizabeth's Hospital Bristol,uk,5560,5206,1447,2394
3814,Takatsuki Red Cross Hospital,jp,8175,4747,1211,2394
3814,Bellevue Hospital Ohio,us,5706,3138,5267,2394
3814,Gila Regional Medical Center,us,6390,4001,2822,2394
3814,Haransanshin Hospital,jp,6017,3944,3185,2394
3819,Medical Corporation Teishinkai,jp,4989,4221,3307,2394
3819,Gujarat Cancer & Research Institute,in,8620,3510,2822,2394
3821,Doctors Hospital of Dallas,us,6152,2845,5838,2394
3821,Promise Healthcare Inc.,us,10478,3092,5232,1815
3821,Sharon Regional Health System Sharon PA,us,9897,3266,2793,2394
3824,Hospital Santa Catarina,br,5664,3306,4915,2394
3824,Joseph Brant Memorial Hospital,ca,7340,4749,1432,2394
3824,Darmstadter Kinderkliniken Prinzessin Margaret,de,9682,2533,4915,2394
3824,Montrose Memorial Hospital,us,6624,3426,4041,2394
3828,Kaohsiung Municipal Min Sheng Hospital,tw,5627,6077,658,2394
3828,Mae Tao Clinic,th,9922,1959,6757,2394
3828,Sarah Bush Lincoln Health System Mattoon IL,us,471,3253,10253,2394
3831,Porter Board of Trustees,us,969,4585,6962,2394
3831,Central Arkansas Radiation Therapy Institute,us,7561,3594,3195,2394
3831,Samodzielnego Publicznego Szpitala Wojewódzkiego Im Papieza Jana Pawla II W Zamosciu,pl,3188,8250,119,2394
3834,Optilase Laser Eye Clinic,ie,5286,2201,8217,2394
3835,Wakakusa Daiichi Hospital,jp,3390,6305,3204,1328
3835,Doctors Medical Center of Modesto,us,6798,2778,5709,2394
3835,Algemeen Ziekenhuis Vesalius,be,5210,4733,2263,2394
3838,General Hospital Belmedic,rs,2205,5043,3893,2394
3838,Crestwood Medical Center,us,1443,2495,10253,2394
3838,South West Health,ca,4541,5270,1798,2394
3838,Sana Kliniken Lubeck Krankenhaus Sud,de,5659,3540,4365,2394
3842,Hokkaido Kin Ikyo Chuo Hospital,jp,6028,4648,2039,2394
3842,Lakewood Regional Medical Center CA,us,6402,3709,3533,2394
3842,Florida Medical Clinic,us,5424,3646,4305,2394
3845,Saint Anthony's Health Center,us,5005,5188,1725,2394
3846,Platte Valley Medical Center,us,5764,3682,4041,2394
3846,Shannon Health System,us,9863,2926,3778,2394
3846,Evangelisches Krankenhaus Oldenburg,de,5764,3468,4532,2394
3849,UCLA Radiation Oncology,us,8128,3206,5445,1934
3850,Ifas Institut für Anasthesiologie und Schmerzmedizin Schmerzklinik Nottwil,ch,5575,6566,3630,860
3850,Countess of Chester Hospital NHS Fpundation Trust,uk,6043,4852,1793,2394
3852,Yamaguchi Grand Medical Center,jp,6100,4316,2610,2394
3852,Showa General Hospital,jp,9148,3600,2561,2394
3852,Meadville Medical Center Health Systems,us,8219,3164,4007,2394
3855,Kitami Red Cross Hospital,jp,7750,4838,1308,2394
3855,Centre Françoise Baclesse,fr,9231,3532,4079,1934
3855,Evangelische Krankenhaus Bethesda Mönchengladbach,de,7303,3475,3705,2394
3858,Centre Hospitalier Intercommunal Hopital de Poissy Saint Germain En Laye Yvelines Ile de France,fr,4955,4254,3432,2394
3858,Regional Medical Center of Acadiana,us,825,8111,8217,524
3858,Methodist Hospital Arcadia CA,us,8963,2076,6962,2394
3858,Rumah Sakit Mitra Keluarga Group,id,1390,4251,6962,2394
3858,Providence Hospital Mobile Alabama,us,10040,2892,3832,2394
3858,Riverview Health,us,5706,3817,5294,1934
3864,Physician Hospitals of America,us,4394,5818,3533,1328
3864,Turgut ozal medical center,tr,5185,6402,580,2394
3866,Valley Hospital Medical Center NV,us,9279,2283,6113,2394
3866,West Virginia Division of Rehabilitation Services,us,11002,3871,1508,2394
3866,Korea Cancer Center Hospital,kr,353,4931,7846,2394
3866,Eastern Long Island Hospital,us,3041,4218,4991,2394
3866,Children's Hospital Foundation of Manitoba,ca,4114,4310,3893,2394
3866,Orden Hospitalaria San Juan de Dios Provincia de Castilla,es,6470,5259,3452,1328
3866,Bethlehem Krankenhaus,de,5129,3838,4154,2394
3873,Diakonie Krankenhaus Harz,de,2706,5314,3044,2394
3873,Heart of Florida Regional Medical Center,us,835,3363,9504,2394
3873,Valley Presbyterian Hospital,us,6177,3006,5624,2394
3873,Minami Okayama Medical Center National Hospital Organization,jp,6742,5839,1741,1815
3877,Daegu Catholic University Medical Center,kr,1349,4392,6757,2394
3877,Gest Centrum Reprodukcni Mediciny,cz,4561,3812,4605,2394
3877,Krankenhauser des Landkreises Amberg Sulzbach,de,6292,4955,1599,2394
3877,Infertility Center Diagnosis and Treatment Macierzynstwo,pl,7418,2185,7393,2394
3881,Neoclinique,ro,3722,3110,6962,2394
3881,Nagoya Memorial Hospital Nagoya Commemoration Hospital,jp,5172,4634,2586,2394
3881,Bristol Hospital,us,5255,1965,9055,2394
3881,Oak Valley Hospital Catholic Healthcare West CA,us,8586,3045,4232,2394
3881,Kreiskrankenhauser Rottal Inn Gemeinnutzige,de,2055,6059,2294,2394
3881,St Bernhard Hospital Kamp Lintfort,de,6804,3507,3965,2394
3887,Canossa Hospital,hk,6859,3230,4654,2394
3887,Hospital Santa Margarita San Luís Río Colorado,mx,12641,818,10913,2394
3889,Memorial Health System of East Texas,us,936,7793,1400,2394
3889,St Luke's Cornwall Hospital,us,3062,3862,5746,2394
3891,St Joseph Medical Center of Towson,us,4670,4407,3387,2394
3891,Diakonie-Kliniken Kassel,de,8319,4198,2026,2394
3891,Centre for Eye Research Australia Department of Ophthalmology,au,6798,3295,4532,2394
3891,Södra Alvsborgs Sjukhus Southern Alvsborg Hospital,se,10002,4967,1377,1934
3895,Saline Memorial Hospital,us,6496,2255,7660,2394
3896,Alhambra Hospital Medical Center,us,7199,3501,3850,2394
3896,Algemeen Ziekenhuis Alma Groupe,be,3997,5215,2274,2394
3896,Toulouse l’Institut Claudius Regaud,fr,3490,4715,3601,2394
3896,TIRR Memorial Hermann,us,4471,5235,4886,1328
3896,Youjiang Medical College Hospital,cn,1131,6246,3443,2394
3896,Republican Hospital Behalf Va Baranovamy,ru,4701,5600,2474,1934
3896,Krankenhaus Göttlicher Heiland,at,8668,2878,4715,2394
3896,Nanchang Second Hospital,cn,2969,4556,4365,2394
3904,Zorgsaam Ziekenhuis Terneuzen,nl,2945,2288,9504,2394
3904,Spitalregion Furstenland Toggenburg,ch,3817,5076,2610,2394
3904,Institutionen För Klinisk Vetenskap,se,2547,11630,2237,227
3904,Evangelische Krankenhaus Mulheim An der Ruhr,de,5077,3639,4798,2394
3904,Inouye Eye Hospital,jp,6564,3349,4547,2394
3909,St Rose Ambulatory & Surgery Center (Central Kansas Medical Center),us,8782,1150,10913,2394
3909,Clinique Saint Jean Asbl,be,4087,5898,2249,1934
3911,Beijing An Ding Hospital,cn,3427,1467,12104,2394
3911,Gerald Champion Regional Medical Center,us,3129,4080,5325,2394
3911,Kantonsspital Baselland,ch,7443,4530,1872,2394
3911,Ohkubo Hospital Tokyo Metropolitan Health and Medical Treatment Corporation,jp,6010,3939,3566,2394
3915,Ozarks Medical Center,us,7964,3315,3985,2394
3915,Musgrove Park Hospital,uk,4405,8072,733,1328
3915,Doctors Community Hospital,us,5596,3074,5921,2394
3915,Hospital Internacional Medimar,es,5705,3783,5559,1934
3915,Hospital Vila da Serra Instituto Materno Infantil,br,1458,7330,3715,1328
3915,Utah Medical Group Inc Psychiatry,us,7149,2530,6554,2394
3921,Whidbey General Hospital,us,4571,2763,7393,2394
3921,Klinicki Centar Srbije,rs,1560,5221,4824,2394
3921,Klinikums Kulmbach / Fachklinik Stadtsteinach,de,7910,3073,4654,2394
3921,Idk Medical Company Center for Obstetrics and Gynecology,ru,2117,2258,10253,2394
3921,NHS Cambridgeshire,uk,7495,4355,2096,2394
3921,Derby Hospitals,uk,1440,1958,12104,2394
3921,Evangelisches Krankenhaus Wien,at,7954,3525,3504,2394
3928,Tehachapi Valley Healthcare District,us,4616,4734,2867,2394
3928,Yakima Regional Medical and Cardiac Center,us,503,6025,5399,2394
3928,(1)  People's Liberation Army Bethune International Peace Hospital,cn,1768,2874,9261,2394
3931,Jesenicka Nemocnice Spol S R.O.,cz,7124,2971,5360,2394
3932,Norfolk and Suffolk NHS Foundation Trust,uk,5732,4833,2113,2394
3932,PRONATAL Medical Group,cz,7523,2987,5127,2394
3932,St Tammany Parish Hospital,us,3319,4522,4250,2394
3935,Havelland Kliniken Klinik Nauen Klinik Rathenow,de,7006,3722,3533,2394
3936,Dodge County Hospital,us,12269,1564,7660,2394
3936,Heidekreis Klinikums Krankenhauser Soltau und Walsrode,de,4267,4824,2922,2394
3936,Children's Hospital of Zhengzhou City,cn,454,5361,7039,2394
3936,Memorial Hospital North Conway NH,us,3591,6082,3871,1328
3940,Union Hospital Health Group,us,3106,6267,2423,1934
3940,Saint James Healthcare,us,3795,4138,4747,2394
3940,Pekin Hospital,us,5072,3696,4771,2394
3940,First Affiliated Hospital Harbin Medical University,cn,4265,2792,7560,2394
3940,Centro Médico del Noroeste,mx,12098,739,12104,2394
3940,Consorci Sanitari Integral,es,3654,5371,2395,2394
3946,CVI The Cardiovascular Institute,jp,10067,4575,2603,1815
3946,Ilmtalklinik Pfaffenhofen,de,5787,4038,3621,2394
3946,Cefer Instituto de Reproducción,es,145,3268,12104,2394
3946,Nemocnice Tabor,cz,8515,3557,3269,2394
3950,Krankenhaus St Josef Braunau General Hospital,at,8063,3160,4413,2394
3950,Hôpital Eps Ville Evrard,fr,6462,6273,1920,1328
3950,Poliklinika Sunce,hr,6633,4175,2906,2394
3950,TriStar Southern Hills (Southern Hills Medical Center Nashville),us,1078,3102,9811,2394
3954,Swissmed Hospital,pl,7340,4000,2852,2394
3954,Krakowskie Centrum Medyczne,pl,8038,6987,2912,724
3954,Algemeen Ziekenhuis Turnhout,be,4786,5873,1224,2394
3954,Service de Cardiologie du Centre Hospitalier Universitaire de Besançon,fr,4624,5041,5202,1739
3958,Nemocnice Kadan,cz,6822,3923,4771,1934
3958,Hallym University Sacred Heart Hospital,kr,324,7697,2814,2394
3958,Huanggang Central Hospital,cn,4515,1357,12104,2394
3958,Privatklinik Obach Solothurn,ch,7555,3259,4464,2394
3962,Kadiköy Sifa Hastanesi,tr,3672,2945,7660,2394
3962,Azienda Ospedaliera Città della Salute e della Scienza di Torino,it,933,3407,9504,2394
3962,Torbay and Southern Devon Health and Care NHS Trust,uk,8122,7019,1607,972
3965,Centre Hospitalier Universitaire Henri Mondor Creteil,fr,5201,4353,3387,2394
3965,Oberschwaben Klinik,de,5967,2559,7298,2394
3965,Parkridge Medical Center Inc.,us,1038,3508,10253,1934
3968,Smile Eyes Augen Laser Klinik Munchen,de,4942,3081,6497,2394
3968,Centre Hospitalier de Saint Brieuc,fr,600,5066,8481,1934
3968,Chatham Kent Health Alliance,ca,3711,4523,4062,2394
3968,Uijeongbu St Mary's Hospital,kr,1883,3257,8481,2394
3968,Tri City Medical Center,us,2709,2126,10253,2394
3973,Watsonville Community Hospital,us,1739,2251,10913,2394
3973,Tianjin Eye Hospital,cn,3674,3340,6757,2394
3973,Malteser Hospitaldienst Austria,at,3328,1976,10253,2394
3973,St Marien Krankenhaus Ahaus Vreden,de,6184,2808,6497,2394
3973,Nemocnice Jablonec Nad Nisou,cz,1290,2086,12104,2394
3973,Franciscan Hospital for Children,us,6485,3414,4715,2394
3979,Queensland X Ray,au,7256,3686,3647,2394
3979,St Mary’s Health Care System Inc Athens,us,4039,4766,3376,2394
3979,Wojewódzki Szpital Zespolony W Koninie,pl,2138,8367,321,2394
3979,Women's Centre for Health Matters,au,5127,1726,12104,1815
3979,First People's Hospital of Yichang City,cn,2563,4268,5746,2394
3984,Xuzhou Central Hospital,cn,2217,4227,6213,2394
3985,Oswego Hospital,us,6222,3763,4041,2394
3986,South London Healthcare NHS Trust,uk,4902,5136,3473,1934
3986,Western Galilee Hospital Nahariya,il,3302,4450,4654,2394
3986,Calvary Health Care Act,au,10117,3173,3494,2394
3986,Drk Krankenanstalten Wesermunde,de,11701,2035,8843,1328
3986,Trsc International Lasik Center,th,1920,3177,8651,2394
3991,Iwa Medical Foundation,jp,8241,4996,3485,1328
3991,Island Hospital,my,2448,3609,7298,2394
3991,Azienda Sanitaria Provinciale di Caltanissetta,it,2440,6078,2220,2394
3991,Szpital Zakonu Bonifratrów St John Grande Hospital of The Merciful Brothers’ Order In Krakow,pl,2413,2414,9811,2394
3991,Chubu Tokushukai Hospital,jp,3647,4644,3940,2394
3996,Rouge Valley Health System,ca,4549,2285,8843,2394
3996,St Mary's Hospital Medical Center Green Bay,us,4648,4573,3409,2394
3996,Garden City Hospital,us,899,6776,3204,2394
3999,Judischen Krankenhaus Berlin,de,7702,4095,2691,2394
3999,Nemocnice Prachatice,cz,9665,3062,4062,2394
4001,Fukuoka Red Cross Hospital,jp,5037,4554,3229,2394
4001,Samaritan Regional Health System,us,2952,4656,4547,2394
4001,Clínica Rotger,es,9617,5020,2797,1328
4004,Drk Krankenhaus Mecklenburg Strelitz,de,6340,2738,6677,2394
4005,Affiliated Hospital of North Sichuan Medical College,cn,5346,4408,3365,2394
4005,Krankenhaus Vom Roten Kreuz Bad Cannstatt,de,6158,3872,3965,2394
4005,Siloam Hospitals Group,id,2181,3776,7210,2394
4005,Titus Regional Medical Center,us,6028,4603,2575,2394
4005,Women's & Children's Hospitals Australasia,au,6028,8815,1756,613
4010,Veterans Affairs Loma Linda Health System,us,9087,3286,3850,2394
4010,Nemocnice Sokolov,cz,6428,3518,4631,2394
4010,Zavod Za Hitnu Medicinsku Pomoc,rs,8556,9080,3185,315
4010,Omichi Kai Group,jp,4083,4019,5019,2394
4014,Second People's Hospital of Sichuan,cn,3203,3773,6274,2394
4015,Manatee Memorial Hospital,us,7712,2967,5445,2394
4015,Evangelischen Krankenhauses Lippstadt,de,5617,4545,2976,2394
4017,Hoan My Hospital,vn,64,6802,7133,2394
4018,Hiroshima General Hospital,jp,5622,4843,2423,2394
4019,Eastern Health St John's,ca,1605,1984,12104,2394
4019,Lima Memorial Hospital,us,1619,4646,6328,2394
4021,Hospital Nacional Docente Madre Niño San Batolome,pe,1631,9868,568,1328
4021,Volvat Medisinske Senter,no,6100,2698,7039,2394
4021,Colleton Medical Center,us,2362,2305,10253,2394
4024,Asian Hospital & Medical Centre,ph,3234,3535,6897,2394
4024,Carle Foundation Hospital & Carle Clinic Association,us,13835,1660,6328,2394
4024,Centre Eco Center Fertilization,kz,11770,3187,2787,2394
4024,Kusatsu General Hospital,jp,8075,3629,3630,2394
4024,St Willibrord Spital Emmerich Rees,de,7634,4345,2404,2394
4029,Grand Lake Health System,us,3999,5757,1847,2394
4029,Rio Grande Regional Hospital,us,4329,3037,8481,1934
4029,St Elisabeth Hospital Herten,de,6644,5996,3269,1157
4029,Fondation Croix Saint Simon,fr,4475,4043,4824,2394
4033,Abilene Regional Medical Center,us,1230,3107,9811,2394
4033,Saiseikai Fukuoka General Hospital,jp,7654,4410,2310,2394
4033,St Croix Regional Medical Center,us,6931,3529,4442,2394
4033,First People's Hospital of Zhenjiang City,cn,3196,4765,4291,2394
4037,Urologische Klinik Dr Castringius Munchen Planegg,de,7702,3158,5019,2394
4037,Spitalul Clinic Judetean de Urgenta Timisoara,ro,6158,6004,895,2394
4039,Ina Central Hospital,jp,4126,5927,1594,2394
4039,Tsuchiya General Hospital,jp,8082,5261,1953,1934
4041,Guangzhou Chest Hospital,cn,8211,1427,10253,2394
4041,Jalalabad Ragib Rabeya Medical College & Hospital,bd,8953,8050,6677,221
4041,Marien Hospital Witten,de,6160,4354,3156,2394
4044,Klinicki Bolnicki Centar Rijeka,hr,4434,6993,580,2394
4044,Komi Republican Hospital,ru,5872,3631,7846,1328
4044,Magánorvost,hu,8394,1042,12104,2394
4044,Flebologii Medical Center & Women's Health Center Gynecology,ru,448,2802,12104,2394
4044,Nagaoka Red Cross Hospital,jp,6236,3606,4747,2394
4044,Krankenhaus Eichhof Lauterbach,de,4616,5544,1942,2394
4044,Eye Institute Auckland,nz,7366,5534,3940,1157
4044,Huntsville Memorial Hospital,us,8241,3486,3955,2394
4044,(1)  Spital Oberengadin Ospedale Engadina Alta,ch,2997,5816,2395,2394
4044,Tokuyama Central Hospital,jp,5172,5759,1449,2394
4054,Central Vermont Medical Center,us,3908,3711,5959,2394
4054,Klinikum Oberberg,de,5715,6670,1950,1328
4056,(1)  East Sussex Hospitals NHS Trust,uk,1016,3460,12104,1328
4057,Diakonie Klinikum Stuttgart,de,5522,5474,1702,2394
4057,MZ RFResearch Center specializing in the treatment of viral hepatitis,ru,4332,1456,12104,2394
4057,Hawaii Pacific Health - Kapi' olani Medical Center for Womens & Childrens HI,us,14273,1061,8843,2394
4057,Bourn Hall Clinic,uk,5460,3883,4605,2394
4057,Dar Al Fouad Hospital,eg,5251,1748,10253,2394
4057,Vietnam National Hospital of Pediatrics,vn,3350,4940,3832,2394
4057,Algemeen Ziekenhuis Sint Elisabeth Zottegem,be,5015,5585,4392,1328
4064,Shaukat Khanum Memorial Cancer Hospital and Research Centre,pk,4563,1978,9811,2394
4064,Milton Hospital MA,us,6449,3469,4991,2394
4066,Nishinokyo Hospital,jp,8871,5602,2395,1328
4066,Pen Bay Healthcare,us,4028,3195,7210,2394
4066,Azienda Ospedaliera San Giuseppe Moscati Avellino,it,2076,7747,838,2394
4069,Diagnosticke Centrum Mediscan,cz,10749,3901,4715,1739
4069,North Bay Regional Health Centre,ca,3814,5530,2404,2394
4069,Rumah Sakit Dr Oen Surakarta,id,4704,1416,12104,2394
4069,Sturdy Memorial Hospital,us,7449,3792,3677,2394
4069,Osf Saint Francis Hospital Escanaba,us,2286,3288,8319,2394
4074,Southern Ocean County Hospital,us,6214,3837,4250,2394
4074,Srisangworn Sukhothai Hospital,th,61,9898,1652,2394
4074,Calderstones NHS Trust,uk,1461,8037,2976,1328
4074,(1)  St Bernards Health Care,us,4053,4582,4093,2394
4078,St Francis Regional Medical Center Shakopee,us,10606,3012,4041,2394
4078,Yiwu Affiliated Hospital of Zhejiang University School of Medicine,cn,5438,8586,3630,498
4078,Royal Manchester Children's Hospital Charity,uk,5948,4445,4682,1934
4078,St Johannes Hospital Krankenhaus Varel,de,2580,5051,4365,2394
4078,CARE Hospitals,in,3266,3815,6374,2394
4083,Lindenhofgruppe,ch,3238,5709,2535,2394
4083,Mercy Care,au,7435,5091,1548,2394
4085,Los Alamitos Medical Center CA,us,6905,3703,4213,2394
4085,Bakirköy Dr Sadi Konuk E A Hastanesi,tr,1186,3395,9504,2394
4087,Katholischen Kliniken Emscher Lippe Kkel,de,5425,3818,4886,2394
4087,'T Lange Land Ziekenhuis,nl,281,3117,12104,2394
4087,Mid Yorkshire Hospitals NHS Trust,uk,3702,1827,10913,2394
4090,University of California San Francisco Mount Zion Medical Center,us,9752,2851,4991,2394
4090,Las Vegas Hospitals Summerlin Hospital Medical Center,us,8752,2233,7393,2394
4090,Arab Contractors Medical Centre,eg,727,4269,8843,2394
4090,Atos Privatklinik München,de,6885,5518,3550,1328
4094,Cham Centre Hospitalier de l’Arrondissement de Montreuil Sur Mer,fr,909,5692,5873,2394
4094,North Fulton Regional Hospital,us,5578,4486,3409,2394
4094,Pacific Healthcare,sg,9070,4125,2404,2394
4097,Algemeen Ziekenhuis Nikolaas,be,5343,4473,3601,2394
4097,Belton Regional Medical Center,us,979,5359,8481,1815
4097,Good Samaritan Medical Center West Palm Beach FL,us,6428,4941,2113,2394
4097,Katholischen Kliniken Ruhrhalbinsel,de,1136,5752,5232,2394
4097,Maria Ziekenhuis Noord Limburg,be,5413,5536,1745,2394
4102,He Eye Hospital,cn,1658,3078,9504,2394
4102,St Vincent Charity Hospital,us,7030,3350,5102,2394
4104,Wuesthoff Health Systems,us,621,4610,8481,2394
4104,Jersey Community Hospital,us,8676,3778,3255,2394
4104,Mercy Medical Center Merced,us,2861,2679,9261,2394
4104,Evangelische Kliniken Bonn,de,5465,4358,3765,2394
4108,Evangelischen Krankenhaus Göttingen Weende,de,7654,3354,4798,2394
4108,St Elisabeth Krankenhaus Köln Hohenlind,de,6084,3531,5232,2394
4108,Tairawhiti District Health & Gisborne Hospital Trust,nz,7898,5196,1388,2394
4108,Loyal Wan Towm Medical Group,jp,5309,5675,1633,2394
4108,Neurologischen Klinik Elzach,de,8586,2632,6274,2394
4108,Corona Regional Medical Center,us,9877,2261,8086,1934
4114,Portneuf Medical Center ID,us,3747,4758,4139,2394
4115,Zachodniopomorskiego Centrum Onkologii W Szczecinie,pl,2897,7438,797,2394
4115,Papageorgiou Hospital,gr,2479,6234,2348,2394
4115,Brigham City Community Hospital UT,us,1857,3239,9055,2394
4115,Conway Regional Medical Center,us,2043,3449,9504,1934
4115,Hôpital Neuchâtelois,ch,3492,6463,1452,2394
4115,Hessing Stiftung Kliniken,de,8635,4711,4413,1328
4115,Kenezy Kórház Debrecen,hu,3507,5671,2515,2394
4115,Lutheran Hospital of Indiana,us,6086,3499,5325,2394
4123,St Augustinus-Kliniken - Klinik Königshof Krefeld,de,6177,2986,6619,2394
4123,Lee's Summit Medical Center,us,993,5451,7660,1934
4123,Anqing City Hospital,cn,2371,4787,5360,2394
4126,Bryan Health (Bryanlgh Medical Center),us,2410,2580,9811,2394
4126,Kashiwa General Hospital,jp,7644,4465,2486,2394
4126,Clinical Hospital nr 1 Volyn / City Hospital 1,ru,3043,3574,7298,2394
4129,Hallym Medical Center Kangdong Sacred Heart Hospital,kr,617,6903,4120,2394
4129,Krankenhaus Waldfriede,de,5491,4103,4365,2394
4129,(1)  Clinton Memorial Hospital Wilmington,us,8544,3724,3519,2394
4129,Augenlaserzentren und Augenkliniken Optical Express,de,5847,2332,8481,2394
4129,British Hernia Centre (London Hernia Clinic),uk,11506,855,12104,2394
4129,Hospital Universitario Getúlio Vargas,br,10948,11576,3432,63
4135,Bothwell Regional Health Center,us,7269,5036,1761,2394
4135,Central Washington Hospital,us,5157,4535,3705,2394
4135,USL 1 Umbria,it,2385,6274,2382,2394
4135,Wojewódzki Szpital Dziecięcy,pl,2338,4780,5488,2394
4135,Northern Montana Hospital,us,9545,3322,3985,2394
4140,Angel Medical Center,us,2953,3802,6897,2394
4140,Wojewódzki Specjalistyczny Szpital Dzieciecy Sw Ludwika W Krakowie,pl,5520,6532,1458,1934
4140,Inselspital Klinik und Poliklinik für Frauenheilkunde Universitätspital Bern,ch,1949,5596,4250,2394
4140,Krankenhaus der Augustinerinnen Severinsklösterchen Köln,de,5955,4159,4041,2394
4140,Memorial Hospital Belleville Illinois,us,4870,3689,5709,2394
4145,Dr Rose Medical Center,hu,4561,1917,10253,2394
4145,Sumitomo Hospital,jp,8328,3391,4464,2394
4145,Yuli Hospital,tw,474,10742,888,1328
4145,University of Miami Hospital,us,2458,3932,7133,2394
4149,Queensland Fertility Group,au,7910,2247,7846,2394
4149,Riverview Regional Medical Center,us,622,4968,7956,2394
4149,Centre Hospitalier Universitaire de Guadeloupe Pointe à Pitre,gp,5491,4880,2831,2394
4149,Edna Adan Maternity Hospital,so,6088,2463,8086,2394
4149,Garrett County Memorial Hospital,us,6449,5100,4798,1328
4154,Hancock Regional Hospital Greenfield,us,5441,4879,2867,2394
4154,High Desert Medical Center Joshua Tree,us,6470,4402,3241,2394
4154,Mainland Medical Center,us,1370,4684,7133,2394
4157,National Hospital Organization Yokohama Center,jp,6881,5797,1091,2394
4157,Fourth People's Hospital of Zigong City,cn,630,5105,7755,2394
4157,Akita Red Cross Hospital,jp,6372,4432,3255,2394
4160,Baby Memorial Hospital,in,5451,7409,10913,160
4160,Landeskrankenhaus Bregenz,at,5139,4694,3463,2394
4160,Lamphun Hospital,th,1170,7146,2553,2394
4160,Rokycanska Nemocnice,cz,6002,4183,4028,2394
4160,Institut Guttmann,es,2939,1728,12104,2394
4165,Hospital Municipal de Agudos Dr Leonidas Lucero,ar,14968,713,9504,2394
4165,Hiratsuka Kyosai Hospital,jp,6706,4614,2724,2394
4165,Madonna Rehabilitation Hospital,us,2840,1753,12104,2394
4165,Centro Infantil Boldrini,br,8394,3563,4120,2394
4169,Vojenska Nemocnice Olomouc/Military Hospital Olomouc,cz,8530,3483,4232,2394
4170,Jackson Hospital Alabama,us,10529,2364,6328,2394
4170,Redlands Community Hospital in Southern California,us,5108,4607,3677,2394
4170,Residenz-Gruppe Bremen,de,1086,6266,4483,2394
4170,Sri Manakula Vinayagar Medical College & Hospital,in,6043,8028,3286,634
4170,East Houston Regional Medical Center,us,868,3618,9811,2394
4170,Fairmont General Hospital Inc.,us,9087,3310,4343,2394
4170,Fong Yuan Hospital,tw,1088,8478,1088,2394
4177,Englewood Community Hospital,us,2218,3386,8481,2394
4178,Barix Clinics,us,4793,4203,4824,2394
4179,National Heart Centre,sg,5577,5995,2161,1934
4179,Zoz Sucha Beskidzka Szpital W Suchej Beskidzkiej Szpital Maków Podhalański,pl,4297,8510,112,2394
4181,Veszprém Megyei Csolnoky Ferenc Kórház Nonprofit Zrt.,hu,4082,6044,1783,2394
4181,Sheikh Khalifa Medical City,ae,4037,4856,3940,2394
4181,Szpital Specjalistyczny Im Dr J Babinskiego Spzoz Kraków,pl,4682,4701,3850,2394
4181,Matsushima Hospital,jp,7277,4690,3778,1934
4185,Calvary Hospital Adelaide,au,10478,3640,2992,2394
4185,Great Plains Regional Medical Center North Platte Ne,us,2930,3202,8319,2394
4187,Mymensingh Medical College Hospital Bangladesh,bd,9260,9336,1709,423
4187,Miejski Szpital Zespolony W Olsztynie,pl,5874,7554,245,2394
4187,Boc Oncology Centre,cy,6944,9557,1144,598
4190,Ospedale Civico Palermo,it,1171,11320,162,1328
4190,Cascade Valley Hospital & Clinics,us,7179,4595,2637,2394
4190,Centre Hospitalier de la Rochelle,fr,3779,5767,2375,2394
4190,General Hospital of Atticca,gr,2185,7370,1295,2394
4190,Konya Eðitim ve Araþtýrma Hastanesi,tr,2266,9091,202,2394
4190,Grey Bruce Health Services,ca,6905,3967,4062,2394
4190,National Maternity Hospital,ie,9781,3877,4250,1934
4190,Medical Center Your Doctor,ru,5823,1374,12104,2394
4198,Damai Service Hospital,my,8802,2505,6897,2394
4198,Fujimoto Hayasuzu Hospital,jp,6056,3685,5202,2394
4198,Kinderklinik und Poliklinik der Technischen Ubiversitat Munchen Kinderklinik München Schwabing,de,9042,5657,2598,1328
4201,Moscow Research Institute of Cancer them PA Herzen,ru,4568,2248,9504,2394
4201,St James Mercy Hospital Hornell,us,9632,4180,2412,2394
4201,Wojewódzki Szpital Specjalistyczny W Bialej Podlaskiej,pl,3900,7323,670,2394
4204,Ultralase London Center for Refractive Surgery,us,4885,1479,12104,2394
4204,Nissay Hospital,jp,8029,4076,3365,2394
4204,Regio Kliniken,de,3904,3961,6013,2394
